date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,landings,Total Landed Weight
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,-,30,1410000
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,125,17787978
2018-09-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B739,-,3,491700
2018-09-01,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,-,16,7301712
2018-09-01,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,-,9,3710376
2018-09-01,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,-,30,12235650
2018-09-01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,60,8778000
2018-09-01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,283,40901600
2018-09-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,-,29,16066000
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,27,8640000
2018-09-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,29,11020000
2018-09-01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,138,10374564
2018-09-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,-,118,65372000
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,282,44358600
2018-09-01,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,-,30,25860210
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,7,1386000
2018-09-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,-,30,25529520
2018-09-01,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,17,2479759
2018-09-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B748,-,15,10230000
2018-09-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,53,22525000
2018-09-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,55,8164180
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,12,4761600
2018-09-01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,9,1162800
2018-09-01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B762,-,21,5712000
2018-09-01,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A359,-,1,456357
2018-09-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,13,7202000
2018-09-01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B789,-,13,5525000
2018-09-01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,-,59,32686000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1347,189151028
2018-09-01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,-,77,10949246
2018-09-01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,9,3584715
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,5,857600
2018-09-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,3,1380312
2018-09-01,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,-,117,8786700
2018-09-01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,65,4872205
2018-09-01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,5,3260000
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,20,3430400
2018-09-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,-,7,3996979
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,359,80416000
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,-,4,2216000
2018-09-01,Swissport USA,,Swissport USA,,International,Asia,Freighter,Wide Body,,A124,-,1,727500
2018-09-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A333,-,1,412264
2018-09-01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,-,13,5158816
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,517,102366000
2018-09-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,25,13850000
2018-09-01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,-,26,16506000
2018-09-01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,1,128000
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,208,13936000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,-,1,460000
2018-09-01,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,49,7216181
2018-09-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,1,470000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,178,25632000
2018-09-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,86,47644000
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,-,12,899484
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,15,6375000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,227,101255000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B764,-,3,1050000
2018-09-01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,1085,138880000
2018-09-01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,30,4369500
2018-09-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,-,30,25899894
2018-09-01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,32,15744000
2018-09-01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,24,15984000
2018-09-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,-,30,17129910
2018-09-01,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,-,17,5440000
2018-09-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,5,2350000
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,125,28000000
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,247,48906000
2018-09-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,-,27,12321639
2018-09-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,22,8972810
2018-09-01,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,1,137789
2018-09-01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,63,9216900
2018-09-01,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,-,12,4761984
2018-09-01,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B773,-,24,13296000
2018-09-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,-,25,19075000
2018-09-01,China Eastern,MU,China Eastern,MU,Domestic,US,Passenger,Wide Body,Boeing,B773,-,1,554000
2018-09-01,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Passenger,Wide Body,Airbus,A332,-,12,4748757
2018-09-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A332,-,12,4814892
2018-09-01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,5,710990
2018-09-01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,-,21,2893569
2018-09-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,59,23673219
2018-09-01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,17,7225000
2018-09-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,75,34500000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,9,3825000
2018-09-01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,85,12281400
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,5,710990
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,171,24624000
2018-09-01,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,-,5,42500
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,601,45049157
2018-09-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,8,3183474
2018-09-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,147,62475000
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,379,28408703
2018-09-01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,13,5932641
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,325,35750000
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,-,232,40508592
2018-09-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,372,63805440
2018-09-01,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A332,-,4,1591737
2018-09-01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,29,12325000
2018-09-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,-,29,18270000
2018-09-01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,7,3878000
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,5,688940
2018-09-01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,30,20640000
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,-,23,8050000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,819,140458500
2018-09-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,1,320000
2018-09-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,71,10129128
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,-,1233,57951000
2018-09-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,-,30,13690710
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,-,43,18275000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,24,9120000
2018-09-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,-,18,1349226
2018-09-01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,-,30,11400000
2018-09-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,53,3978025
2018-09-01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,341,46985708
2018-09-01,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,-,11,5019927
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,4,537928
2018-09-01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,30,25860210
2018-09-01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,212,15937736
2018-09-01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,-,30,12698612
2018-09-01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,-,45,19125000
2018-09-01,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B737,-,73,9431600
2018-09-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,-,17,7225000
2018-09-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,-,30,13558440
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,1304,205286400
2018-09-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Freighter,Wide Body,Boeing,B772,-,1,575000
2018-09-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,6,2760624
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,10,5540000
2018-09-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,22,14340000
2018-09-01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,-,30,18900000
2018-09-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,57,31578000
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,54,7718376
2018-09-01,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,-,40,13040000
2018-09-01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,-,5,3260000
2018-09-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,-,1,554000
2018-09-01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B763,-,19,6080000
2018-09-01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,24,3775200
2018-09-01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,97,7270829
2018-09-01,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,B738,-,16,2347300
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,34,4572388
2018-09-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,3,514560
2018-09-01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000
2018-09-01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,-,60,8778000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142198
2018-09-01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,-,17,2674100
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B738,-,120,18336000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,1428,208916400
2018-09-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,-,13,6396000
2018-09-01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,-,18,9972000
2018-09-01,Finnair,AY,Finnair,AY,International,Asia,Passenger,Wide Body,Airbus,A333,-,2,824528
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,19,7220000
2018-09-01,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,26,3710376
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1140,162783655
2018-09-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,119,18564700
2018-09-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,-,45,24930000
2018-09-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,46,6729800
2018-09-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,230,33649000
2018-09-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,40,12400000
2018-09-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,26,3700455
2018-09-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,35,2626589
2018-09-01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,5,688945
2018-08-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,93,51522000
2018-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,1,137700
2018-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,23,3093086
2018-08-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1660,233566413
2018-08-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,1445,211403500
2018-08-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,26,3716990
2018-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,-,29,10150000
2018-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,12,1613784
2018-08-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000
2018-08-01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,117,8769969
2018-08-01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,-,25,15869000
2018-08-01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,31,13175000
2018-08-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,24,9788520
2018-08-01,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Freighter,Turbo Prop,Cessna,C208,-,23,195500
2018-08-01,WOW Air,WW,WOW Air,WW,International,Europe,Passenger,Wide Body,Airbus,A333,-,31,12643505
2018-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,3,1275000
2018-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,2,396000
2018-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,4,551152
2018-08-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,238,15946000
2018-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B772,-,18,8856000
2018-08-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,81,11584178
2018-08-01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,62,28520000
2018-08-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E170,-,30,2248710
2018-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,239,26290000
2018-08-01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,31,13175000
2018-08-01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,94,13556700
2018-08-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,41,15580000
2018-08-01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,1,470000
2018-08-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,62,34348000
2018-08-01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,90,6752760
2018-08-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,-,31,1457000
2018-08-01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,5,3274000
2018-08-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,1,320000
2018-08-01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B763,-,23,7378000
2018-08-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,-,31,26775129
2018-08-01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,12,5476284
2018-08-01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,31,21328000
2018-08-01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,18,2325600
2018-08-01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,30,25860210
2018-08-01,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B773,-,31,17174000
2018-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,13,2229760
2018-08-01,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,-,18,5760000
2018-08-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,-,1,460000
2018-08-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,58,23271978
2018-08-01,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000
2018-08-01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,27,17982000
2018-08-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,7,2795460
2018-08-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,-,31,14147067
2018-08-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,-,31,14147067
2018-08-01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,448,100352000
2018-08-01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,-,45,7068500
2018-08-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,33,10560000
2018-08-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,-,3,1662000
2018-08-01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,54,7900200
2018-08-01,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,17174000
