date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,landings,Total Landed Weight
2015-02-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,24,13704000
2015-02-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,7,3878000
2015-02-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,21,9660000
2015-02-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,26,19838000
2015-02-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,24,9609600
2015-02-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,125,21500000
2015-02-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,260,36972000
2015-02-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000
2015-02-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,56,22456000
2015-02-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,128,17216000
2015-02-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,-,1,481500
2015-02-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,10,3745000
2015-02-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,1,273400
2015-02-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,3,803700
2015-02-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,16,4939200
2015-02-01,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,28,15511972
2015-02-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,56,31024000
2015-02-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,6,3912000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,76,10792000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,323,1,412200
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,31,4408200
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,20,2688000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,1,350000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,3,960000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,82,24190000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,7,1568000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,208,41184000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,747,400,2,1260000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,900,120,18876000
2015-02-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,3,438900
2015-02-01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,572,43001244
2015-02-01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,787,800,12,4560000
2015-02-01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,28,11233600
2015-02-01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,19,12654000
2015-02-01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,28,17640000
2015-02-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,300ER,56,30968000
2015-02-01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,56,35280000
2015-02-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,20,9200000
2015-02-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,23,15066000
2015-02-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Combi,Wide Body,Boeing,747,400C,8,5040000
2015-02-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,13,182000
2015-02-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,5,56500
2015-02-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,20,322000
2015-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,135,23152500
2015-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,777,-,1,460000
2015-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,54,16740000
2015-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,67,13266000
2015-02-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,497,71568000
2015-02-01,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,16,2516800
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,24,3775200
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,12,1755600
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,27,3950100
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,3,432000
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,30,4320000
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,1,129200
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,97,12532400
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,16,1936000
2015-02-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,235,28435000
2015-02-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,300,25,13800000
2015-02-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,15,7050000
2015-02-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,25,11502500
2015-02-01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,777,300ER,27,14958000
2015-02-01,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,19,494000
2015-01-01,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,257,35411773
2015-01-01,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Airbus,A380,800,31,26927251
2015-01-01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,68,9662800
2015-01-01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142200
2015-01-01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,354,60711000
2015-01-01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,39,10619000
2015-01-01,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,757,200,1,198000
2015-01-01,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,300,3,966000
2015-01-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A330,200,15,5959616
2015-01-01,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A330,300,3,1236792
2015-01-01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,95,12160000
2015-01-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,300,24,7677600
2015-01-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,95,12777500
2015-01-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,63,8958600
2015-01-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,15,2133000
2015-01-01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,2,343000
2015-01-01,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,22,572000
2015-01-01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,777,300ER,28,15512000
2015-01-01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,28,12882800
2015-01-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,18,8460000
2015-01-01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,300,26,14352000
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,247,29887000
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,9,1089000
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,121,15633200
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,2,258400
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,23,3312000
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,3,432000
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,24,3511200
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,14,2048200
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,35,5505500
2015-01-01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,28,4404400
2015-01-01,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,32,17728000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,566,81504000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,75,14850000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,57,17670000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,777,-,4,1840000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,158,27097000
2015-01-01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,SP,1,130000
2015-01-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,22,354200
2015-01-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,1,10900
2015-01-01,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,-,21,294000
2015-01-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,747,400,9,5670000
2015-01-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,27,17674000
2015-01-01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,22,10120000
2015-01-01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,62,39060000
2015-01-01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34286000
2015-01-01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,31,19530000
2015-01-01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,22,14652000
2015-01-01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,30,12036000
2015-01-01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,787,800,14,5320000
2015-01-01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,619,46535182
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,1,129200
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,14,2048200
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,900,132,20763600
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,226,44748000
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,38,8512000
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,35,10325000
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,2,640000
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,1,350000
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,13,1747200
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,53,7536600
2015-01-01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,106,15052000
2015-01-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,7,4564000
2015-01-01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34348000
2015-01-01,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,31,17173969
2015-01-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,20,6165000
2015-01-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,1,267900
2015-01-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,1,273400
2015-01-01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,12,4494000
2015-01-01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,140,18830000
2015-01-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,300,1,295000
2015-01-01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,61,24461000
2015-01-01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,17174000
2015-01-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,273,38820600
2015-01-01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,111,19092000
2015-01-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,14,5605600
2015-01-01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,300,13,5348200
2015-01-01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,200F,1,630000
2015-01-01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,400F,2,1304000
2015-01-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,27,20601000
2015-01-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,19,8740000
2015-01-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,12,6648000
2015-01-01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,777,F,1,575000
2015-01-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,30,17130000
2015-01-01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,28,24136000
2015-01-01,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,76,5586000
2015-01-01,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,22,16786000
2015-01-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,29,16066000
2015-01-01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,8,3350992
2015-01-01,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,1,94800
2015-01-01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,23,9614000
2015-01-01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34348000
2015-01-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1220,57340000
2015-01-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,70,3290000
2015-01-01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,745,49915000
2015-01-01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,89,5963000
2015-01-01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,24,1608000
2015-01-01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,7,525700
